transaction_id,sale_date,store_id,customer_id,sku_id,units,net_revenue,discount_amount,cost,channel,campaign_id
T0000844,2025-04-28,ST004,C00122,SKU004,1,45.36,4.32,18.0,Store,
T0000845,2025-04-29,ST002,C00209,SKU021,1,22.18,0.0,10.5,Store,
T0000846,2025-04-29,ST001,C00052,SKU018,1,129.74,12.72,53.0,Store,
T0000847,2025-04-29,ST019,C00257,SKU027,1,56.3,0.0,25.5,Ecom,
T0000848,2025-04-29,ST008,C00285,SKU035,1,125.58,0.0,45.5,Ecom,
T0000849,2025-04-29,ST020,C00086,SKU019,1,146.52,6.66,55.5,Ecom,CMP009
T0000850,2025-04-29,ST013,C00109,SKU023,1,37.94,3.72,15.5,Store,
T0000851,2025-04-30,ST018,,SKU037,1,106.66,0.0,50.5,Ecom,
T0000852,2025-04-30,ST009,C00259,SKU028,3,225.79,0.0,84.0,Ecom,
T0000853,2025-04-30,ST009,C00140,SKU049,1,81.98,0.0,30.5,Store,
T0000854,2025-04-30,ST020,,SKU022,1,35.88,0.0,13.0,Store,
T0000855,2025-04-30,ST001,C00285,SKU044,2,92.45,4.32,36.0,Store,
T0000856,2025-04-30,ST003,,SKU035,2,190.01,10.92,91.0,Store,
T0000857,2025-05-01,ST013,C00091,SKU039,2,298.37,0.0,111.0,Ecom,CMP012
T0000858,2025-05-01,ST015,C00011,SKU001,2,46.37,0.0,21.0,Store,CMP020
T0000859,2025-05-01,ST008,C00186,SKU015,1,120.12,5.46,45.5,Store,
T0000860,2025-05-01,ST007,C00203,SKU001,1,23.18,0.0,10.5,Store,
T0000861,2025-05-01,ST018,C00290,SKU013,1,75.82,9.72,40.5,Store,
T0000862,2025-05-01,ST005,,SKU048,1,68.54,6.72,28.0,Ecom,
T0000863,2025-05-02,ST009,C00012,SKU013,3,297.43,29.16,121.5,Store,
T0000864,2025-05-02,ST015,C00027,SKU001,2,46.37,0.0,21.0,Ecom,
T0000865,2025-05-02,ST009,C00239,SKU008,1,68.54,6.72,28.0,Ecom,
T0000866,2025-05-02,ST008,C00216,SKU004,1,49.68,0.0,18.0,Store,CMP007
T0000867,2025-05-02,ST019,C00116,SKU002,3,81.43,4.68,39.0,Ecom,
T0000868,2025-05-02,ST007,C00033,SKU011,1,78.38,0.0,35.5,Ecom,CMP014
T0000869,2025-05-03,ST019,C00129,SKU041,1,21.92,1.26,10.5,Ecom,CMP011
T0000870,2025-05-03,ST011,C00038,SKU034,2,169.25,20.64,86.0,Store,
T0000871,2025-05-03,ST015,C00032,SKU038,2,221.33,12.72,106.0,Ecom,
T0000872,2025-05-03,ST003,,SKU009,2,134.69,0.0,61.0,Store,
T0000873,2025-05-03,ST003,C00287,SKU007,1,53.24,3.06,25.5,Store,
T0000874,2025-05-03,ST014,C00006,SKU015,1,90.64,5.46,45.5,Ecom,
T0000875,2025-05-03,ST020,C00014,SKU007,1,70.38,0.0,25.5,Store,
T0000876,2025-05-03,ST001,C00100,SKU039,2,298.37,0.0,111.0,Store,
T0000877,2025-05-03,ST014,C00228,SKU031,1,74.98,0.0,35.5,Store,
T0000878,2025-05-03,ST010,C00184,SKU038,1,99.22,12.72,53.0,Store,
T0000879,2025-05-04,ST010,C00189,SKU039,3,311.69,39.96,166.5,Store,
T0000880,2025-05-04,ST002,C00287,SKU016,2,191.23,11.52,96.0,Ecom,
T0000881,2025-05-04,ST007,C00244,SKU005,1,42.8,2.46,20.5,Store,
T0000882,2025-05-04,ST019,C00154,SKU037,1,111.5,0.0,50.5,Store,CMP002
T0000883,2025-05-04,ST001,C00118,SKU041,1,28.22,0.0,10.5,Ecom,CMP024
T0000884,2025-05-04,ST011,C00205,SKU048,1,61.82,0.0,28.0,Store,
T0000885,2025-05-04,ST001,,SKU036,1,129.02,0.0,48.0,Ecom,
T0000886,2025-05-04,ST012,C00102,SKU003,1,42.78,0.0,15.5,Store,CMP009
T0000887,2025-05-04,ST011,C00101,SKU036,1,105.98,0.0,48.0,Store,
T0000888,2025-05-04,ST005,C00057,SKU025,1,55.1,0.0,20.5,Store,
T0000889,2025-05-05,ST012,C00270,SKU043,3,117.18,11.16,46.5,Ecom,
T0000890,2025-05-05,ST003,C00067,SKU008,2,123.65,0.0,56.0,Store,
T0000891,2025-05-05,ST011,C00126,SKU039,3,327.67,39.96,166.5,Ecom,
T0000892,2025-05-05,ST010,C00028,SKU010,1,69.7,0.0,33.0,Ecom,
T0000893,2025-05-05,ST019,C00042,SKU032,2,149.57,18.24,76.0,Store,CMP017
T0000894,2025-05-05,ST017,C00238,SKU024,1,48.38,0.0,18.0,Store,
T0000895,2025-05-06,ST016,C00206,SKU031,1,89.46,8.52,35.5,Store,
T0000896,2025-05-06,ST007,C00203,SKU029,1,63.68,3.66,30.5,Store,
T0000897,2025-05-06,ST012,C00069,SKU017,2,278.76,0.0,101.0,Store,
T0000898,2025-05-06,ST019,C00173,SKU003,1,32.36,1.86,15.5,Store,
T0000899,2025-05-06,ST016,C00013,SKU021,1,28.98,0.0,10.5,Store,CMP003
T0000900,2025-05-06,ST003,C00263,SKU019,1,122.54,0.0,55.5,Ecom,
T0000901,2025-05-07,ST004,,SKU008,1,77.28,0.0,28.0,Store,
T0000902,2025-05-07,ST009,C00141,SKU020,1,19.58,1.92,8.0,Ecom,
T0000903,2025-05-07,ST018,,SKU017,1,106.66,0.0,50.5,Store,
T0000904,2025-05-07,ST013,C00007,SKU038,1,129.74,12.72,53.0,Ecom,
T0000905,2025-05-07,ST013,C00108,SKU015,1,111.38,10.92,45.5,Store,
T0000906,2025-05-07,ST015,C00175,SKU047,2,112.61,0.0,51.0,Store,
T0000907,2025-05-08,ST014,C00286,SKU014,1,90.82,0.0,43.0,Store,
T0000908,2025-05-08,ST001,C00182,SKU032,1,97.58,4.56,38.0,Ecom,
T0000909,2025-05-08,ST018,C00012,SKU020,1,16.9,0.0,8.0,Store,
T0000910,2025-05-08,ST011,C00294,SKU037,2,210.89,12.12,101.0,Store,CMP013
T0000911,2025-05-08,ST013,C00169,SKU013,1,104.0,4.86,40.5,Store,
T0000912,2025-05-08,ST006,C00091,SKU007,1,47.74,6.12,25.5,Store,
T0000913,2025-05-09,ST003,C00120,SKU025,1,40.34,4.92,20.5,Store,CMP002
T0000914,2025-05-09,ST001,C00211,SKU011,1,95.42,0.0,35.5,Store,CMP014
T0000915,2025-05-09,ST003,C00106,SKU025,1,45.26,0.0,20.5,Ecom,
T0000916,2025-05-09,ST016,C00159,SKU011,1,89.46,8.52,35.5,Store,
T0000917,2025-05-09,ST007,C00229,SKU001,1,21.92,1.26,10.5,Store,
T0000918,2025-05-09,ST011,C00236,SKU037,1,111.5,0.0,50.5,Store,
T0000919,2025-05-10,ST015,C00153,SKU023,1,34.22,0.0,15.5,Store,
T0000920,2025-05-10,ST020,C00197,SKU047,2,140.76,0.0,51.0,Store,
T0000921,2025-05-10,ST002,C00081,SKU016,1,89.86,11.52,48.0,Ecom,
T0000922,2025-05-10,ST007,C00284,SKU032,1,83.9,0.0,38.0,Store,CMP004
T0000923,2025-05-10,ST011,C00130,SKU027,1,56.3,0.0,25.5,Store,
T0000924,2025-05-10,ST015,C00205,SKU025,2,85.61,4.92,41.0,Store,CMP009
T0000925,2025-05-10,ST005,C00238,SKU021,1,28.22,0.0,10.5,Store,CMP022
T0000926,2025-05-10,ST015,C00143,SKU009,2,134.69,0.0,61.0,Store,
T0000927,2025-05-10,ST006,C00201,SKU019,1,117.22,0.0,55.5,Store,
T0000928,2025-05-10,ST012,C00018,SKU012,2,191.52,18.24,76.0,Store,CMP023
T0000929,2025-05-11,ST017,C00053,SKU042,1,34.94,0.0,13.0,Store,
T0000930,2025-05-11,ST002,C00104,SKU050,3,209.09,0.0,99.0,Store,
T0000931,2025-05-11,ST001,,SKU027,1,68.54,0.0,25.5,Store,
T0000932,2025-05-11,ST004,C00086,SKU043,1,39.06,3.72,15.5,Store,CMP011
T0000933,2025-05-11,ST007,C00278,SKU040,1,16.7,0.96,8.0,Store,CMP007
T0000934,2025-05-11,ST011,,SKU012,1,83.9,0.0,38.0,Store,
T0000935,2025-05-11,ST003,C00189,SKU043,1,34.22,0.0,15.5,Ecom,
T0000936,2025-05-11,ST016,C00292,SKU007,1,70.38,0.0,25.5,Ecom,
T0000937,2025-05-11,ST013,C00069,SKU044,1,48.38,0.0,18.0,Store,
T0000938,2025-05-11,ST003,,SKU022,2,54.29,3.12,26.0,Store,
T0000939,2025-05-12,ST008,C00007,SKU033,1,102.06,9.72,40.5,Store,
T0000940,2025-05-12,ST008,C00125,SKU048,1,77.28,0.0,28.0,Store,CMP016
T0000941,2025-05-12,ST005,C00020,SKU025,1,50.18,4.92,20.5,Store,
T0000942,2025-05-12,ST011,C00021,SKU009,1,63.68,3.66,30.5,Store,
T0000943,2025-05-12,ST001,C00170,SKU015,1,122.3,0.0,45.5,Ecom,
T0000944,2025-05-12,ST008,C00114,SKU044,1,47.52,2.16,18.0,Store,
T0000945,2025-05-13,ST001,C00036,SKU005,3,165.31,0.0,61.5,Store,
T0000946,2025-05-13,ST007,,SKU009,1,67.34,0.0,30.5,Store,CMP003
T0000947,2025-05-13,ST015,C00102,SKU020,1,17.66,0.0,8.0,Store,
T0000948,2025-05-13,ST019,C00104,SKU029,1,63.68,3.66,30.5,Store,CMP012
T0000949,2025-05-13,ST006,C00259,SKU031,1,70.72,4.26,35.5,Ecom,
T0000950,2025-05-13,ST016,C00219,SKU002,2,71.76,0.0,26.0,Store,
T0000951,2025-05-14,ST006,C00157,SKU017,1,100.6,6.06,50.5,Store,
T0000952,2025-05-14,ST011,C00101,SKU009,1,67.34,0.0,30.5,Ecom,CMP017
T0000953,2025-05-14,ST012,C00213,SKU032,3,314.64,0.0,114.0,Store,
T0000954,2025-05-14,ST019,C00020,SKU005,3,135.79,0.0,61.5,Store,
T0000955,2025-05-14,ST007,C00131,SKU049,2,134.69,0.0,61.0,Store,
T0000956,2025-05-14,ST012,,SKU045,1,54.12,2.46,20.5,Store,
T0000957,2025-05-15,ST002,C00015,SKU024,1,38.02,0.0,18.0,Ecom,CMP015
T0000958,2025-05-15,ST005,C00297,SKU017,3,407.23,0.0,151.5,Store,CMP003
T0000959,2025-05-15,ST013,C00042,SKU026,1,61.82,0.0,23.0,Store,
T0000960,2025-05-15,ST014,C00257,SKU017,3,301.79,18.18,151.5,Ecom,
T0000961,2025-05-15,ST003,C00177,SKU007,2,112.61,0.0,51.0,Ecom,
T0000962,2025-05-15,ST013,C00087,SKU045,2,110.21,0.0,41.0,Store,CMP023
T0000963,2025-05-16,ST014,C00221,SKU042,1,27.46,0.0,13.0,Store,CMP005
T0000964,2025-05-16,ST006,C00231,SKU033,1,85.54,0.0,40.5,Ecom,CMP002
T0000965,2025-05-16,ST007,C00210,SKU017,1,99.38,12.12,50.5,Store,CMP021
T0000966,2025-05-16,ST010,C00142,SKU006,1,48.58,0.0,23.0,Store,
T0000967,2025-05-16,ST004,,SKU001,2,57.96,0.0,21.0,Ecom,
T0000968,2025-05-16,ST002,C00004,SKU007,1,47.74,6.12,25.5,Ecom,
T0000969,2025-05-17,ST016,C00220,SKU031,1,97.98,0.0,35.5,Ecom,
T0000970,2025-05-17,ST012,C00030,SKU043,3,128.34,0.0,46.5,Store,
T0000971,2025-05-17,ST013,C00072,SKU047,1,68.54,0.0,25.5,Store,
T0000972,2025-05-17,ST008,C00244,SKU024,1,49.68,0.0,18.0,Ecom,CMP021
T0000973,2025-05-17,ST011,C00024,SKU002,3,86.11,0.0,39.0,Store,
T0000974,2025-05-17,ST016,C00042,SKU026,1,60.72,2.76,23.0,Ecom,
T0000975,2025-05-17,ST004,C00100,SKU047,2,128.52,12.24,51.0,Ecom,
T0000976,2025-05-17,ST017,C00045,SKU003,1,37.94,3.72,15.5,Store,
T0000977,2025-05-17,ST015,C00277,SKU008,1,61.82,0.0,28.0,Store,CMP022
T0000978,2025-05-17,ST004,C00015,SKU028,1,77.28,0.0,28.0,Ecom,
T0000979,2025-05-18,ST008,C00244,SKU047,3,211.14,0.0,76.5,Ecom,
T0000980,2025-05-18,ST016,C00171,SKU006,2,115.92,11.04,46.0,Store,
T0000981,2025-05-18,ST011,C00196,SKU025,1,40.34,4.92,20.5,Store,
T0000982,2025-05-18,ST008,C00149,SKU015,1,125.58,0.0,45.5,Store,
T0000983,2025-05-18,ST007,C00294,SKU048,1,61.82,0.0,28.0,Store,
T0000984,2025-05-18,ST001,,SKU020,1,20.54,0.96,8.0,Store,
T0000985,2025-05-18,ST012,C00065,SKU044,1,45.36,4.32,18.0,Store,
T0000986,2025-05-18,ST001,C00162,SKU035,1,122.3,0.0,45.5,Store,
T0000987,2025-05-18,ST015,C00075,SKU010,2,145.73,0.0,66.0,Store,
T0000988,2025-05-18,ST004,C00294,SKU018,1,146.28,0.0,53.0,Store,
T0000989,2025-05-19,ST013,C00171,SKU004,1,48.38,0.0,18.0,Ecom,
T0000990,2025-05-19,ST008,C00092,SKU045,2,108.24,4.92,41.0,Ecom,
T0000991,2025-05-19,ST006,C00173,SKU002,1,25.9,1.56,13.0,Ecom,
T0000992,2025-05-19,ST013,C00145,SKU005,1,55.1,0.0,20.5,Store,
T0000993,2025-05-19,ST004,C00298,SKU009,2,168.36,0.0,61.0,Store,
T0000994,2025-05-19,ST015,C00071,SKU042,1,27.14,1.56,13.0,Store,
T0000995,2025-05-20,ST007,C00005,SKU048,1,55.1,6.72,28.0,Store,CMP005
T0000996,2025-05-20,ST014,C00029,SKU044,1,35.86,2.16,18.0,Store,CMP002
T0000997,2025-05-20,ST017,C00223,SKU042,3,100.15,4.68,39.0,Store,CMP004
T0000998,2025-05-20,ST016,C00089,SKU020,1,21.12,0.96,8.0,Ecom,
T0000999,2025-05-20,ST003,C00196,SKU050,1,68.9,3.96,33.0,Store,
T0001000,2025-05-20,ST003,C00261,SKU008,1,55.1,6.72,28.0,Store,
T0001001,2025-05-21,ST009,C00093,SKU045,1,52.64,2.46,20.5,Store,
T0001002,2025-05-21,ST011,C00276,SKU005,1,45.26,0.0,20.5,Ecom,
T0001003,2025-05-21,ST017,,SKU032,2,186.05,18.24,76.0,Ecom,
T0001004,2025-05-21,ST004,C00061,SKU049,1,76.86,7.32,30.5,Store,
T0001005,2025-05-21,ST015,C00066,SKU021,1,23.18,0.0,10.5,Ecom,CMP009
T0001006,2025-05-21,ST002,C00260,SKU006,1,43.06,5.52,23.0,Store,CMP022
T0001007,2025-05-22,ST010,C00266,SKU003,2,65.47,0.0,31.0,Store,
T0001008,2025-05-22,ST019,C00268,SKU032,2,167.81,0.0,76.0,Store,
T0001009,2025-05-22,ST004,C00122,SKU043,1,42.78,0.0,15.5,Ecom,
T0001010,2025-05-22,ST005,C00184,SKU039,1,135.86,13.32,55.5,Store,
T0001011,2025-05-22,ST009,C00084,SKU025,1,55.1,0.0,20.5,Store,
T0001012,2025-05-22,ST005,C00138,SKU035,3,366.91,0.0,136.5,Store,
T0001013,2025-05-23,ST017,C00079,SKU039,1,142.52,6.66,55.5,Ecom,
T0001014,2025-05-23,ST008,C00273,SKU005,1,51.66,4.92,20.5,Store,
T0001015,2025-05-23,ST003,C00140,SKU024,1,39.74,0.0,18.0,Store,CMP004
T0001016,2025-05-23,ST008,C00064,SKU025,1,56.58,0.0,20.5,Ecom,
T0001017,2025-05-23,ST004,C00293,SKU034,2,216.72,20.64,86.0,Ecom,CMP004
T0001018,2025-05-23,ST006,C00200,SKU021,1,19.66,2.52,10.5,Ecom,
T0001019,2025-05-24,ST013,C00133,SKU031,1,86.9,8.52,35.5,Store,
T0001020,2025-05-24,ST005,C00137,SKU025,1,55.1,0.0,20.5,Store,
T0001021,2025-05-24,ST020,C00094,SKU027,1,70.38,0.0,25.5,Store,
T0001022,2025-05-24,ST009,C00118,SKU028,1,75.26,0.0,28.0,Store,
T0001023,2025-05-24,ST011,C00040,SKU006,2,101.57,0.0,46.0,Store,CMP002
T0001024,2025-05-24,ST010,C00006,SKU036,3,286.85,17.28,144.0,Ecom,
T0001025,2025-05-24,ST005,C00273,SKU031,1,91.16,4.26,35.5,Ecom,CMP007
T0001026,2025-05-24,ST001,C00274,SKU046,2,123.65,0.0,46.0,Store,
T0001027,2025-05-24,ST017,C00230,SKU044,3,132.19,12.96,54.0,Store,
T0001028,2025-05-24,ST012,C00027,SKU009,1,80.52,3.66,30.5,Store,CMP004
T0001029,2025-05-25,ST008,C00061,SKU035,1,120.12,5.46,45.5,Store,
T0001030,2025-05-25,ST019,C00157,SKU026,3,135.79,16.56,69.0,Store,
T0001031,2025-05-25,ST015,C00030,SKU040,1,15.74,1.92,8.0,Store,
T0001032,2025-05-25,ST004,C00096,SKU001,1,28.98,0.0,10.5,Store,CMP016
T0001033,2025-05-25,ST017,C00211,SKU033,1,104.0,4.86,40.5,Store,CMP022
T0001034,2025-05-25,ST016,C00187,SKU026,1,63.48,0.0,23.0,Store,
T0001035,2025-05-25,ST015,C00083,SKU043,1,32.36,1.86,15.5,Store,CMP023
T0001036,2025-05-25,ST007,,SKU019,1,122.54,0.0,55.5,Store,
T0001037,2025-05-25,ST007,C00137,SKU031,1,74.12,4.26,35.5,Ecom,
T0001038,2025-05-25,ST005,C00205,SKU021,1,26.96,1.26,10.5,Ecom,CMP004
T0001039,2025-05-26,ST005,C00007,SKU010,2,177.41,0.0,66.0,Store,CMP011
T0001040,2025-05-26,ST020,,SKU048,1,77.28,0.0,28.0,Ecom,
T0001041,2025-05-26,ST008,C00262,SKU040,1,22.08,0.0,8.0,Ecom,
T0001042,2025-05-26,ST008,C00102,SKU043,1,42.78,0.0,15.5,Store,
T0001043,2025-05-26,ST006,C00077,SKU013,1,85.54,0.0,40.5,Store,
T0001044,2025-05-26,ST007,C00103,SKU010,1,72.86,0.0,33.0,Store,
T0001045,2025-05-27,ST008,C00246,SKU015,1,120.12,5.46,45.5,Store,
T0001046,2025-05-27,ST009,C00180,SKU024,2,96.77,0.0,36.0,Store,
T0001047,2025-05-27,ST002,,SKU001,2,44.35,0.0,21.0,Store,
T0001048,2025-05-27,ST020,C00130,SKU007,3,211.14,0.0,76.5,Store,
T0001049,2025-05-27,ST001,C00067,SKU044,1,48.38,0.0,18.0,Store,
T0001050,2025-05-27,ST020,C00142,SKU024,1,47.52,2.16,18.0,Store,CMP004
T0001051,2025-05-28,ST020,,SKU008,3,231.84,0.0,84.0,Ecom,CMP015
T0001052,2025-05-28,ST003,C00155,SKU035,2,200.93,0.0,91.0,Store,
T0001053,2025-05-28,ST005,C00130,SKU013,2,198.29,19.44,81.0,Ecom,
T0001054,2025-05-28,ST015,C00224,SKU041,1,21.92,1.26,10.5,Ecom,
T0001055,2025-05-28,ST001,C00067,SKU011,1,86.9,8.52,35.5,Store,CMP023
T0001056,2025-05-28,ST013,C00263,SKU032,3,306.43,0.0,114.0,Store,
T0001057,2025-05-29,ST018,C00140,SKU050,1,69.7,0.0,33.0,Store,CMP007
T0001058,2025-05-29,ST001,C00269,SKU033,1,108.86,0.0,40.5,Store,
T0001059,2025-05-29,ST004,C00274,SKU011,1,97.98,0.0,35.5,Ecom,
T0001060,2025-05-29,ST009,C00027,SKU009,1,81.98,0.0,30.5,Store,
T0001061,2025-05-29,ST004,C00189,SKU001,1,26.46,2.52,10.5,Store,CMP005
T0001062,2025-05-29,ST020,C00030,SKU019,1,153.18,0.0,55.5,Store,
T0001063,2025-05-30,ST009,C00009,SKU012,1,93.02,9.12,38.0,Store,CMP024
T0001064,2025-05-30,ST009,C00283,SKU041,1,26.96,1.26,10.5,Store,CMP009
T0001065,2025-05-30,ST013,C00223,SKU010,1,84.74,3.96,33.0,Store,CMP006
T0001066,2025-05-30,ST006,C00093,SKU013,1,85.54,0.0,40.5,Ecom,
T0001067,2025-05-30,ST013,C00036,SKU044,1,46.22,2.16,18.0,Ecom,CMP021
T0001068,2025-05-30,ST004,C00007,SKU047,1,67.32,3.06,25.5,Store,
T0001069,2025-05-31,ST001,C00023,SKU049,1,81.98,0.0,30.5,Store,CMP021
T0001070,2025-05-31,ST001,C00174,SKU007,2,137.09,0.0,51.0,Ecom,CMP016
T0001071,2025-05-31,ST015,C00246,SKU011,1,78.38,0.0,35.5,Store,
T0001072,2025-05-31,ST018,,SKU008,1,52.42,6.72,28.0,Store,
T0001073,2025-05-31,ST014,,SKU010,1,69.7,0.0,33.0,Store,
T0001074,2025-05-31,ST010,C00197,SKU015,1,96.1,0.0,45.5,Ecom,
T0001075,2025-05-31,ST008,C00145,SKU007,1,64.26,6.12,25.5,Store,
T0001076,2025-05-31,ST003,C00092,SKU003,1,34.22,0.0,15.5,Store,
T0001077,2025-05-31,ST005,C00147,SKU043,1,41.66,0.0,15.5,Store,CMP016
T0001078,2025-05-31,ST009,C00002,SKU046,2,123.65,0.0,46.0,Store,
T0001079,2025-06-01,ST005,C00245,SKU025,2,110.21,0.0,41.0,Ecom,
T0001080,2025-06-01,ST009,,SKU010,3,266.11,0.0,99.0,Store,
T0001081,2025-06-01,ST016,C00212,SKU028,1,77.28,0.0,28.0,Ecom,CMP021
T0001082,2025-06-01,ST013,C00276,SKU027,1,62.42,6.12,25.5,Store,
T0001083,2025-06-01,ST003,C00270,SKU038,1,117.02,0.0,53.0,Store,
T0001084,2025-06-01,ST001,C00009,SKU014,1,110.42,5.16,43.0,Ecom,
T0001085,2025-06-01,ST002,C00072,SKU023,1,32.74,0.0,15.5,Store,
T0001086,2025-06-01,ST014,C00115,SKU016,1,101.38,0.0,48.0,Store,CMP023
T0001087,2025-06-01,ST013,,SKU047,3,205.63,0.0,76.5,Store,CMP004
T0001088,2025-06-01,ST003,C00081,SKU031,1,78.38,0.0,35.5,Store,CMP008
T0001089,2025-06-02,ST019,C00094,SKU027,1,56.3,0.0,25.5,Store,
T0001090,2025-06-02,ST010,C00173,SKU031,1,74.98,0.0,35.5,Store,
T0001091,2025-06-02,ST002,C00258,SKU039,1,110.56,6.66,55.5,Store,
T0001092,2025-06-02,ST015,C00133,SKU036,2,188.93,23.04,96.0,Store,
T0001093,2025-06-02,ST006,C00268,SKU018,1,111.94,0.0,53.0,Store,
T0001094,2025-06-02,ST002,C00287,SKU015,1,96.1,0.0,45.5,Store,
T0001095,2025-06-03,ST011,C00195,SKU042,1,28.7,0.0,13.0,Store,
T0001096,2025-06-03,ST004,,SKU007,1,70.38,0.0,25.5,Store,CMP010
T0001097,2025-06-03,ST004,C00006,SKU005,2,113.16,0.0,41.0,Store,CMP007
T0001098,2025-06-03,ST002,C00292,SKU016,1,89.86,11.52,48.0,Store,
T0001099,2025-06-03,ST002,,SKU021,1,22.18,0.0,10.5,Ecom,
T0001100,2025-06-03,ST017,C00201,SKU013,2,217.73,0.0,81.0,Store,
T0001101,2025-06-04,ST014,C00258,SKU048,2,118.27,0.0,56.0,Store,CMP013
T0001102,2025-06-04,ST002,C00238,SKU019,1,117.22,0.0,55.5,Store,
T0001103,2025-06-04,ST007,C00083,SKU044,3,106.27,12.96,54.0,Ecom,
T0001104,2025-06-04,ST017,C00068,SKU050,1,88.7,0.0,33.0,Ecom,
T0001105,2025-06-04,ST002,C00199,SKU046,1,43.06,5.52,23.0,Ecom,
T0001106,2025-06-04,ST019,C00050,SKU041,2,46.37,0.0,21.0,Store,
T0001107,2025-06-05,ST003,,SKU032,1,83.9,0.0,38.0,Store,CMP009
T0001108,2025-06-05,ST012,,SKU006,2,121.44,5.52,46.0,Ecom,CMP016
T0001109,2025-06-05,ST015,C00064,SKU042,3,81.43,4.68,39.0,Store,CMP010
T0001110,2025-06-05,ST020,C00188,SKU044,1,45.36,4.32,18.0,Store,
T0001111,2025-06-05,ST014,C00022,SKU033,1,85.54,0.0,40.5,Store,
T0001112,2025-06-05,ST018,C00054,SKU001,1,22.18,0.0,10.5,Ecom,
T0001113,2025-06-06,ST008,C00048,SKU025,1,54.12,2.46,20.5,Ecom,
T0001114,2025-06-06,ST015,,SKU007,2,106.49,6.12,51.0,Store,
T0001115,2025-06-06,ST011,C00249,SKU005,1,42.8,2.46,20.5,Store,CMP015
T0001116,2025-06-06,ST005,C00110,SKU031,1,95.42,0.0,35.5,Ecom,
T0001117,2025-06-06,ST002,C00243,SKU024,1,38.02,0.0,18.0,Ecom,
T0001118,2025-06-06,ST014,C00091,SKU018,1,111.94,0.0,53.0,Store,CMP003
T0001119,2025-06-07,ST015,C00133,SKU027,1,56.3,0.0,25.5,Store,CMP014
T0001120,2025-06-07,ST010,C00215,SKU011,1,66.46,8.52,35.5,Store,
T0001121,2025-06-07,ST014,C00293,SKU023,1,32.74,0.0,15.5,Ecom,
T0001122,2025-06-07,ST007,C00297,SKU005,1,45.26,0.0,20.5,Ecom,
T0001123,2025-06-07,ST011,C00235,SKU001,3,65.77,3.78,31.5,Store,
T0001124,2025-06-07,ST014,C00002,SKU017,3,319.97,0.0,151.5,Store,
T0001125,2025-06-07,ST019,,SKU007,2,112.61,0.0,51.0,Store,
T0001126,2025-06-07,ST006,C00179,SKU039,1,117.22,0.0,55.5,Store,
T0001127,2025-06-07,ST001,C00009,SKU024,1,48.38,0.0,18.0,Ecom,
T0001128,2025-06-07,ST016,C00212,SKU042,1,35.88,0.0,13.0,Store,
T0001129,2025-06-08,ST011,C00235,SKU008,1,61.82,0.0,28.0,Store,
T0001130,2025-06-08,ST014,C00224,SKU025,1,38.38,4.92,20.5,Ecom,
T0001131,2025-06-08,ST004,C00054,SKU006,1,63.48,0.0,23.0,Store,
T0001132,2025-06-08,ST016,C00279,SKU048,1,73.92,3.36,28.0,Ecom,
T0001133,2025-06-08,ST010,C00233,SKU027,1,53.86,0.0,25.5,Ecom,CMP016
T0001134,2025-06-08,ST012,C00203,SKU030,1,91.08,0.0,33.0,Store,
T0001135,2025-06-08,ST009,C00213,SKU043,1,41.66,0.0,15.5,Store,
T0001136,2025-06-08,ST001,C00192,SKU002,2,63.65,6.24,26.0,Store,
T0001137,2025-06-08,ST011,C00221,SKU011,1,74.12,4.26,35.5,Store,CMP021
T0001138,2025-06-08,ST002,C00200,SKU037,3,319.97,0.0,151.5,Store,
T0001139,2025-06-09,ST006,C00065,SKU028,1,52.42,6.72,28.0,Ecom,
T0001140,2025-06-09,ST009,C00166,SKU036,1,129.02,0.0,48.0,Store,CMP001
T0001141,2025-06-09,ST019,,SKU010,2,145.73,0.0,66.0,Store,
T0001142,2025-06-09,ST005,C00184,SKU030,1,88.7,0.0,33.0,Store,
T0001143,2025-06-09,ST008,C00194,SKU047,2,140.76,0.0,51.0,Store,CMP005
T0001144,2025-06-09,ST019,,SKU007,3,168.91,0.0,76.5,Store,CMP010
T0001145,2025-06-10,ST006,,SKU006,2,97.15,0.0,46.0,Store,
T0001146,2025-06-10,ST001,,SKU027,3,205.63,0.0,76.5,Store,CMP014
T0001147,2025-06-10,ST011,C00083,SKU041,1,23.18,0.0,10.5,Store,
T0001148,2025-06-10,ST020,,SKU003,1,42.78,0.0,15.5,Store,
T0001149,2025-06-10,ST018,C00131,SKU001,3,66.53,0.0,31.5,Store,
T0001150,2025-06-10,ST017,C00111,SKU033,2,217.73,0.0,81.0,Store,
T0001151,2025-06-11,ST005,,SKU015,1,122.3,0.0,45.5,Store,CMP016
T0001152,2025-06-11,ST003,C00151,SKU023,1,32.36,1.86,15.5,Ecom,
T0001153,2025-06-11,ST007,C00144,SKU017,3,334.51,0.0,151.5,Ecom,
T0001154,2025-06-11,ST010,C00250,SKU011,1,70.72,4.26,35.5,Ecom,
T0001155,2025-06-11,ST011,,SKU040,1,17.66,0.0,8.0,Store,
T0001156,2025-06-11,ST003,C00018,SKU029,3,202.03,0.0,91.5,Store,
T0001157,2025-06-12,ST017,C00059,SKU023,1,41.66,0.0,15.5,Store,
T0001158,2025-06-12,ST008,C00191,SKU005,1,56.58,0.0,20.5,Store,CMP011
